DOI	Date	License
10.1101/120766	2017-03-26	CC BY-NC-ND
10.1101/120808	2017-03-26	None
10.1101/120857	2017-03-26	CC BY
10.1101/120865	2017-03-26	CC BY
10.1101/120873	2017-03-26	CC BY-NC-ND
10.1101/120899	2017-03-26	CC BY
10.1101/120915	2017-03-27	CC BY-NC
10.1101/120923	2017-03-27	CC BY-NC-ND
10.1101/120931	2017-03-27	None
10.1101/120956	2017-03-27	CC BY-NC
10.1101/120964	2017-03-27	None
10.1101/120980	2017-03-27	CC BY
10.1101/120998	2017-03-27	CC BY-NC
10.1101/121012	2017-04-14	CC BY-ND
10.1101/121020	2017-03-27	CC BY-NC-ND
10.1101/121038	2017-03-27	CC BY-NC-ND
10.1101/121053	2017-03-27	CC BY
10.1101/121079	2017-03-27	CC BY
10.1101/121087	2017-03-27	CC BY
10.1101/121103	2017-03-27	CC BY-NC-ND
10.1101/121111	2017-03-27	CC BY
10.1101/121137	2017-03-27	CC BY
10.1101/121145	2017-03-28	CC BY
10.1101/121152	2017-03-27	CC BY-NC-ND
10.1101/121160	2017-03-27	CC BY-NC-ND
10.1101/121178	2017-03-29	None
10.1101/121186	2017-03-27	None
10.1101/121194	2017-03-27	CC BY-NC-ND
10.1101/121202	2017-05-08	CC BY
10.1101/121228	2017-03-27	None
10.1101/121277	2017-03-28	CC BY
10.1101/121285	2017-03-28	CC BY
10.1101/121293	2017-03-28	CC BY
10.1101/121301	2017-03-28	CC BY
10.1101/121319	2017-03-27	None
10.1101/121335	2017-03-28	None
10.1101/121343	2017-03-28	CC BY-NC-ND
10.1101/121350	2017-03-28	CC BY
10.1101/121368	2017-06-06	CC BY
10.1101/121376	2017-03-28	None
10.1101/121384	2017-03-28	None
10.1101/121392	2017-03-28	CC BY-NC-ND
10.1101/121400	2017-03-28	CC BY-NC-ND
10.1101/121418	2017-03-28	CC BY
10.1101/121426	2017-04-03	CC BY
10.1101/121434	2017-03-28	CC BY-NC-ND
10.1101/121459	2017-03-28	None
10.1101/121483	2017-03-28	CC BY-NC-ND
10.1101/121491	2017-03-28	CC BY
10.1101/121509	2017-03-29	None
10.1101/121517	2017-03-28	CC BY
10.1101/121525	2017-03-29	CC BY-NC-ND
10.1101/121533	2017-03-28	CC BY-NC
10.1101/121558	2017-03-28	CC BY
10.1101/121574	2017-03-29	CC BY-NC-ND
10.1101/121582	2017-03-29	CC BY
10.1101/121590	2017-03-28	CC BY-NC-ND
10.1101/121608	2017-03-28	CC BY-NC-ND
10.1101/121616	2017-03-28	None
10.1101/121640	2017-03-28	None
10.1101/121665	2017-03-28	None
10.1101/121673	2017-03-29	CC BY
10.1101/121681	2017-03-28	CC BY
10.1101/121707	2017-03-28	CC BY-NC-ND
10.1101/121731	2017-03-29	CC BY-ND
10.1101/121749	2017-03-29	None
10.1101/121756	2017-03-29	None
10.1101/121764	2017-03-29	None
10.1101/121772	2017-03-29	CC BY-NC
10.1101/121780	2017-03-29	CC BY
10.1101/121798	2017-03-29	CC BY-NC-ND
10.1101/121806	2017-03-29	CC BY-NC-ND
10.1101/121814	2017-03-29	None
10.1101/121822	2017-03-29	CC BY-NC-ND
10.1101/121830	2017-03-29	CC BY
10.1101/121848	2017-04-19	CC BY
10.1101/121855	2017-03-29	None
10.1101/121863	2017-03-29	CC BY-NC-ND
10.1101/121871	2017-03-29	CC BY-NC-ND
10.1101/121889	2017-03-31	CC BY-NC
10.1101/121897	2017-03-29	CC BY
10.1101/121905	2017-03-29	CC BY
10.1101/121913	2017-03-29	CC BY
10.1101/121921	2017-03-29	CC BY-ND
10.1101/121939	2017-03-29	CC BY-NC
10.1101/121947	2017-03-29	CC BY-NC-ND
10.1101/121954	2017-03-29	CC BY
10.1101/121962	2017-03-29	CC BY
10.1101/121988	2017-04-03	CC BY-ND
10.1101/121996	2017-03-30	CC BY-ND
10.1101/122002	2017-03-29	CC BY-NC-ND
10.1101/122010	2017-03-29	CC BY
10.1101/122028	2017-03-29	CC BY-NC-ND
10.1101/122036	2017-03-29	CC BY-ND
10.1101/122044	2017-03-29	CC BY
10.1101/122051	2017-03-29	CC BY-ND
10.1101/122069	2017-03-29	CC BY-NC
10.1101/122077	2017-03-29	CC BY-NC-ND
10.1101/122085	2017-03-29	CC BY-NC-ND
10.1101/122093	2017-03-29	CC BY-NC-ND
10.1101/122119	2017-03-29	None
10.1101/122127	2017-03-29	None
10.1101/122135	2017-03-29	CC BY-NC
10.1101/122143	2017-03-29	CC BY-NC
10.1101/122150	2017-03-30	None
10.1101/122168	2017-03-29	CC BY-ND
10.1101/122184	2017-03-31	None
10.1101/122200	2017-04-02	CC BY
10.1101/122218	2017-04-03	None
10.1101/122226	2017-03-30	CC BY
10.1101/122234	2017-03-31	CC BY-ND
10.1101/122242	2017-03-30	None
10.1101/122259	2017-03-30	CC BY-NC-ND
10.1101/122267	2017-03-30	CC BY-NC-ND
10.1101/122275	2017-03-30	None
10.1101/122283	2017-03-30	None
10.1101/122325	2017-04-05	CC BY-NC-ND
10.1101/122341	2017-03-30	CC BY-NC
10.1101/122358	2017-03-30	CC BY-ND
10.1101/122366	2017-04-01	CC BY
10.1101/122374	2017-03-30	CC BY-NC
10.1101/122382	2017-03-30	CC BY-NC-ND
10.1101/122390	2017-03-30	CC BY
10.1101/122408	2017-03-30	CC BY-NC-ND
10.1101/122416	2017-03-30	CC BY
10.1101/122424	2017-04-07	None
10.1101/122432	2017-03-30	None
10.1101/122457	2017-04-13	CC BY-NC-ND
10.1101/122465	2017-03-30	CC BY-NC-ND
10.1101/122473	2017-03-30	CC BY-ND
10.1101/122499	2017-03-30	None
10.1101/122523	2017-03-30	CC BY
10.1101/122531	2017-03-30	CC BY
10.1101/122549	2017-03-31	CC BY
10.1101/122556	2017-03-30	CC BY-ND
10.1101/122564	2017-03-30	None
10.1101/122572	2017-03-30	CC BY-NC-ND
10.1101/122580	2017-03-31	CC BY
10.1101/122598	2017-03-31	None
10.1101/122606	2017-03-30	CC BY-NC-ND
10.1101/122614	2017-03-31	CC BY
10.1101/122648	2017-04-29	CC BY-NC-ND
10.1101/122655	2017-03-31	None
10.1101/122671	2017-03-31	None
10.1101/122689	2017-04-05	CC BY
10.1101/122697	2017-03-31	None
10.1101/122705	2017-03-31	None
10.1101/122713	2017-03-31	None
10.1101/122739	2017-04-01	CC BY-NC-ND
10.1101/122747	2017-03-31	CC BY
10.1101/122754	2017-03-31	CC BY
10.1101/122770	2017-04-03	CC BY-NC-ND
10.1101/122788	2017-03-31	CC BY-NC-ND
10.1101/122804	2017-04-08	None
10.1101/122812	2017-03-31	CC BY
10.1101/122820	2017-03-31	CC BY-NC-ND
10.1101/122838	2017-03-31	CC BY
10.1101/122846	2017-03-31	None
10.1101/122853	2017-03-31	None
10.1101/122879	2017-03-31	CC BY
10.1101/122887	2017-03-31	CC BY
10.1101/122895	2017-03-31	CC BY-NC
10.1101/122903	2017-03-31	CC BY
10.1101/122929	2017-04-04	CC BY
10.1101/122937	2017-03-31	CC BY-ND
10.1101/122945	2017-03-31	CC BY-NC-ND
10.1101/122952	2017-04-26	CC BY
10.1101/122960	2017-03-31	CC BY-ND
10.1101/122978	2017-03-31	CC BY-NC-ND
10.1101/122986	2017-04-01	None
10.1101/122994	2017-03-31	CC BY-NC
10.1101/123018	2017-03-31	None
10.1101/123026	2017-04-01	None
10.1101/123034	2017-03-31	CC BY-NC
10.1101/123042	2017-03-31	None
10.1101/123059	2017-03-31	CC BY
10.1101/123067	2017-04-02	None
10.1101/123075	2017-03-31	None
10.1101/123117	2017-04-01	CC BY-NC
10.1101/123125	2017-04-01	CC BY-NC-ND
10.1101/123133	2017-04-01	CC BY-NC-ND
10.1101/123141	2017-04-01	None
10.1101/123158	2017-04-02	CC BY-NC-ND
10.1101/123166	2017-04-06	CC BY
10.1101/123174	2017-04-03	None
10.1101/123182	2017-04-01	CC BY-ND
10.1101/123190	2017-04-02	CC BY-NC-ND
10.1101/123208	2017-04-02	CC BY-ND
10.1101/123232	2017-04-02	CC BY
10.1101/123240	2017-04-02	CC BY
10.1101/123265	2017-04-02	CC BY
10.1101/123273	2017-04-02	CC BY-NC
10.1101/123281	2017-04-04	CC BY
10.1101/123299	2017-04-02	CC BY
10.1101/123323	2017-04-03	None
10.1101/123331	2017-04-03	CC BY-ND
10.1101/123349	2017-04-09	CC BY-NC-ND
10.1101/123364	2017-04-03	CC BY
10.1101/123406	2017-04-03	CC BY
10.1101/123414	2017-04-03	CC BY
10.1101/123422	2017-04-03	None
10.1101/123430	2017-04-03	CC BY-NC
10.1101/123448	2017-04-03	None
10.1101/123455	2017-04-03	CC BY-ND
10.1101/123463	2017-04-03	None
10.1101/123471	2017-04-03	CC BY
10.1101/123489	2017-04-03	None
10.1101/123497	2017-04-03	None
10.1101/123513	2017-04-03	None
10.1101/123521	2017-04-05	None
10.1101/123547	2017-04-03	CC BY-NC-ND
10.1101/123554	2017-04-03	CC BY-NC-ND
10.1101/123588	2017-04-03	CC BY-NC
10.1101/123596	2017-04-03	CC BY-NC-ND
10.1101/123604	2017-04-04	CC BY
10.1101/123612	2017-04-03	CC BY
10.1101/123620	2017-04-10	CC BY-NC-ND
10.1101/123646	2017-04-03	CC BY-NC-ND
10.1101/123653	2017-04-03	None
10.1101/123661	2017-04-03	CC BY-NC-ND
10.1101/123679	2017-04-07	None
10.1101/123687	2017-04-03	CC BY-NC
10.1101/123695	2017-04-03	CC BY-ND
10.1101/123703	2017-04-03	CC BY
10.1101/123711	2017-04-04	CC BY-NC-ND
10.1101/123729	2017-04-04	CC BY
10.1101/123745	2017-04-04	CC BY
10.1101/123752	2017-04-04	CC BY
10.1101/123794	2017-04-04	None
10.1101/123802	2017-04-04	None
10.1101/123810	2017-04-04	CC BY-NC-ND
10.1101/123828	2017-04-04	None
10.1101/123844	2017-04-04	CC BY
10.1101/123851	2017-04-03	CC BY
10.1101/123869	2017-04-14	None
10.1101/123877	2017-04-04	None
10.1101/123901	2017-04-04	CC BY-NC-ND
10.1101/123919	2017-04-04	None
10.1101/123927	2017-04-04	CC BY-NC
10.1101/123935	2017-04-04	CC BY
10.1101/123943	2017-04-24	CC BY
10.1101/123950	2017-04-12	CC BY-NC-ND
10.1101/123968	2017-04-25	None
10.1101/123976	2017-04-10	CC BY
10.1101/123992	2017-04-04	None
10.1101/124008	2017-04-04	None
10.1101/124016	2017-04-04	CC BY-ND
10.1101/124024	2017-04-07	CC BY
10.1101/124032	2017-04-04	CC BY-NC-ND
10.1101/124057	2017-04-05	None
10.1101/124065	2017-04-04	CC BY
10.1101/124073	2017-04-04	None
10.1101/124081	2017-04-04	CC BY-NC-ND
10.1101/124099	2017-04-04	None
10.1101/124107	2017-04-04	None
10.1101/124115	2017-04-05	CC BY-NC-ND
10.1101/124123	2017-04-04	CC BY-NC-ND
10.1101/124131	2017-04-04	None
10.1101/124149	2017-04-04	None
10.1101/124156	2017-04-04	None
10.1101/124172	2017-04-11	CC BY-NC
10.1101/124180	2017-04-04	CC BY
10.1101/124198	2017-04-04	CC BY
10.1101/124206	2017-04-05	None
10.1101/124214	2017-04-04	CC BY
10.1101/124230	2017-04-05	CC BY
10.1101/124255	2017-04-04	CC BY-NC-ND
10.1101/124271	2017-04-04	CC BY-NC-ND
10.1101/124289	2017-04-12	CC BY-NC-ND
10.1101/124297	2017-04-06	CC BY-NC-ND
10.1101/124305	2017-04-08	None
10.1101/124313	2017-04-12	CC BY-NC-ND
10.1101/124321	2017-04-05	CC BY-NC-ND
10.1101/124339	2017-04-05	CC BY-NC-ND
10.1101/124347	2017-04-05	None
10.1101/124354	2017-04-05	CC BY
10.1101/124362	2017-04-07	CC BY
10.1101/124370	2017-04-05	CC BY-NC
10.1101/124396	2017-04-05	None
10.1101/124412	2017-04-05	CC BY
10.1101/124420	2017-04-05	CC BY-ND
10.1101/124438	2017-04-05	CC BY-NC-ND
10.1101/124446	2017-04-06	None
10.1101/124453	2017-04-05	CC BY-NC-ND
10.1101/124479	2017-04-06	None
10.1101/124495	2017-04-08	CC BY
10.1101/124503	2017-04-05	None
10.1101/124511	2017-04-05	CC BY-NC-ND
10.1101/124529	2017-04-05	CC BY
10.1101/124552	2017-04-06	CC BY
10.1101/124560	2017-04-10	CC BY
10.1101/124578	2017-04-05	None
10.1101/124586	2017-04-12	CC BY
10.1101/124594	2017-04-05	CC BY
10.1101/124610	2017-04-06	CC BY-NC
10.1101/124628	2017-04-05	None
10.1101/124636	2017-04-05	CC BY
10.1101/124644	2017-04-06	CC BY
10.1101/124651	2017-04-06	CC BY-NC-ND
10.1101/124669	2017-04-06	None
10.1101/124677	2017-04-06	None
10.1101/124685	2017-04-06	None
10.1101/124693	2017-04-05	CC BY-NC-ND
10.1101/124719	2017-04-06	CC BY-ND
10.1101/124735	2017-04-06	CC BY-NC-ND
10.1101/124743	2017-04-06	CC BY-NC
10.1101/124750	2017-04-06	CC BY-NC-ND
10.1101/124784	2017-04-06	None
10.1101/124792	2017-04-05	CC BY-NC
10.1101/124800	2017-04-05	CC BY-NC
10.1101/124826	2017-04-06	CC BY
10.1101/124834	2017-04-06	CC BY-NC-ND
10.1101/124842	2017-04-06	CC BY
10.1101/124867	2017-04-20	None
10.1101/124875	2017-04-06	CC BY
10.1101/124891	2017-04-07	CC BY
10.1101/124925	2017-04-06	CC BY-NC-ND
10.1101/124941	2017-04-06	CC BY
10.1101/124982	2017-04-06	CC BY-NC-ND
10.1101/125013	2017-04-06	CC BY
10.1101/125021	2017-04-06	CC BY-NC
10.1101/125039	2017-04-06	None
10.1101/125047	2017-04-06	CC BY-NC
10.1101/125054	2017-04-20	None
10.1101/125062	2017-04-06	CC BY
10.1101/125070	2017-04-20	CC BY-NC-ND
10.1101/125088	2017-04-07	CC BY-NC
10.1101/125096	2017-04-06	CC BY
10.1101/125104	2017-04-06	None
10.1101/125112	2017-04-06	CC BY
10.1101/125120	2017-04-06	None
10.1101/125138	2017-04-06	CC BY-NC-ND
10.1101/125153	2017-04-06	CC BY
10.1101/125161	2017-04-08	CC BY
10.1101/125187	2017-04-07	CC BY-NC-ND
10.1101/125195	2017-04-07	CC BY-NC
10.1101/125203	2017-04-07	None
10.1101/125211	2017-04-07	CC BY-ND
10.1101/125229	2017-04-07	CC BY
10.1101/125237	2017-04-07	CC BY-NC-ND
10.1101/125245	2017-04-07	CC BY-NC-ND
10.1101/125252	2017-04-07	CC BY-NC-ND
10.1101/125260	2017-04-07	CC BY
10.1101/125278	2017-04-07	None
10.1101/125286	2017-04-07	CC BY-NC
10.1101/125294	2017-04-07	None
10.1101/125302	2017-04-07	None
10.1101/125310	2017-05-10	CC BY
10.1101/125336	2017-04-07	None
10.1101/125344	2017-04-07	CC BY-NC-ND
10.1101/125351	2017-04-07	CC BY-NC
10.1101/125369	2017-04-10	CC BY-ND
10.1101/125377	2017-04-07	None
10.1101/125385	2017-04-07	None
10.1101/125419	2017-04-07	CC BY
10.1101/125435	2017-04-07	CC BY-ND
10.1101/125443	2017-04-07	CC BY
10.1101/125450	2017-04-07	CC BY
10.1101/125476	2017-04-07	CC BY
10.1101/125484	2017-04-07	CC BY-NC-ND
10.1101/125492	2017-04-13	CC BY
10.1101/125500	2017-04-10	None
10.1101/125518	2017-04-10	None
10.1101/125526	2017-04-10	None
10.1101/125534	2017-04-07	CC BY-NC
10.1101/125542	2017-04-13	CC BY
10.1101/125567	2017-04-07	CC BY-NC-ND
10.1101/125575	2017-04-10	CC BY-NC-ND
10.1101/125583	2017-04-26	CC BY-NC-ND
10.1101/125591	2017-04-10	None
10.1101/125617	2017-04-07	CC BY-NC
10.1101/125633	2017-04-07	CC BY-NC-ND
10.1101/125641	2017-04-08	CC BY-NC-ND
10.1101/125658	2017-04-08	CC BY-ND
10.1101/125666	2017-04-08	CC BY-ND
10.1101/125674	2017-04-08	None
10.1101/125682	2017-04-15	None
10.1101/125690	2017-04-08	CC BY-NC-ND
10.1101/125708	2017-04-08	CC BY
10.1101/125716	2017-04-13	CC BY-ND
10.1101/125724	2017-04-09	None
10.1101/125740	2017-04-10	CC BY-NC-ND
10.1101/125765	2017-04-08	CC BY
10.1101/125781	2017-04-26	CC BY-NC-ND
10.1101/125799	2017-04-08	None
10.1101/125807	2017-04-09	CC BY
10.1101/125815	2017-04-10	CC BY
10.1101/125823	2017-04-10	None
10.1101/125831	2017-04-09	CC BY
10.1101/125849	2017-04-10	CC BY-NC-ND
10.1101/125856	2017-04-10	CC BY-NC
10.1101/125864	2017-04-09	CC BY-NC-ND
10.1101/125872	2017-04-11	CC BY-NC
10.1101/125880	2017-04-13	CC BY-ND
10.1101/125898	2017-04-11	CC BY-NC
10.1101/125906	2017-04-11	CC BY-NC
10.1101/125914	2017-04-10	CC BY-NC-ND
10.1101/125922	2017-04-10	CC BY-NC
10.1101/125930	2017-04-10	None
10.1101/125963	2017-04-28	None
10.1101/125971	2017-04-10	CC BY-NC-ND
10.1101/125989	2017-04-10	CC BY-NC
10.1101/125997	2017-04-11	CC BY
10.1101/126011	2017-04-10	CC BY-NC-ND
10.1101/126045	2017-04-10	CC BY-NC-ND
10.1101/126052	2017-04-10	CC BY-ND
10.1101/126060	2017-04-10	None
10.1101/126078	2017-04-10	CC BY
10.1101/126086	2017-04-10	CC BY-NC
10.1101/126102	2017-04-10	CC BY
10.1101/126136	2017-04-10	None
10.1101/126151	2017-04-10	CC BY-NC-ND
10.1101/126169	2017-04-10	CC BY
10.1101/126177	2017-04-27	None
10.1101/126193	2017-05-26	None
10.1101/126201	2017-04-10	CC BY
10.1101/126219	2017-04-11	CC BY-NC-ND
10.1101/126268	2017-04-20	CC BY
10.1101/126276	2017-04-10	CC BY
10.1101/126284	2017-04-11	CC BY-NC-ND
10.1101/126292	2017-04-11	None
10.1101/126300	2017-04-11	CC BY-NC
10.1101/126318	2017-04-11	CC BY-NC-ND
10.1101/126326	2017-04-11	CC BY-ND
10.1101/126334	2017-04-11	CC BY-ND
10.1101/126342	2017-05-29	CC BY-NC-ND
10.1101/126359	2017-04-11	None
10.1101/126367	2017-04-11	CC BY-NC
10.1101/126375	2017-04-11	CC BY-NC-ND
10.1101/126383	2017-04-17	CC BY-NC-ND
10.1101/126409	2017-04-11	CC BY-NC-ND
10.1101/126417	2017-04-11	CC BY-NC
10.1101/126425	2017-04-11	None
10.1101/126433	2017-04-11	None
10.1101/126441	2017-04-11	CC BY-NC-ND
10.1101/126458	2017-04-11	CC BY-NC
10.1101/126466	2017-04-11	CC BY
10.1101/126474	2017-04-11	CC BY
10.1101/126482	2017-04-11	CC BY
10.1101/126490	2017-04-11	CC BY-NC-ND
10.1101/126508	2017-04-11	None
10.1101/126516	2017-04-11	None
10.1101/126524	2017-04-12	CC BY-NC-ND
10.1101/126532	2017-04-11	CC BY-NC-ND
10.1101/126540	2017-04-11	CC BY-NC
10.1101/126557	2017-04-12	CC BY-NC
10.1101/126573	2017-04-11	CC BY-NC-ND
10.1101/126581	2017-04-26	CC BY
10.1101/126599	2017-05-08	CC BY
10.1101/126607	2017-04-11	CC BY
10.1101/126615	2017-04-12	CC BY-NC-ND
10.1101/126623	2017-04-11	CC BY-NC-ND
10.1101/126631	2017-04-11	CC BY-NC
10.1101/126649	2017-04-11	CC BY-NC
10.1101/126656	2017-04-11	CC BY-NC
10.1101/126664	2017-04-18	None
10.1101/126672	2017-04-11	CC BY-NC
10.1101/126680	2017-04-11	None
10.1101/126706	2017-04-11	None
10.1101/126714	2017-04-12	CC BY-NC-ND
10.1101/126722	2017-04-11	CC BY-NC
10.1101/126730	2017-04-11	CC BY-ND
10.1101/126755	2017-04-11	CC BY
10.1101/126763	2017-04-11	CC BY
10.1101/126771	2017-04-11	CC BY
10.1101/126789	2017-04-13	None
10.1101/126797	2017-04-13	CC BY-ND
10.1101/126805	2017-04-12	CC BY-NC-ND
10.1101/126813	2017-04-12	None
10.1101/126821	2017-04-12	CC BY-ND
10.1101/126839	2017-04-18	None
10.1101/126847	2017-04-13	CC BY-NC
10.1101/126862	2017-04-12	CC BY-NC-ND
10.1101/126870	2017-04-12	CC BY-NC-ND
10.1101/126888	2017-04-12	CC BY
10.1101/126896	2017-04-12	CC BY-NC-ND
10.1101/126904	2017-04-12	CC BY-NC-ND
10.1101/126912	2017-04-12	None
10.1101/126920	2017-04-12	CC BY-NC-ND
10.1101/126938	2017-04-12	None
10.1101/126946	2017-04-12	CC BY
10.1101/126953	2017-04-12	CC BY-NC
10.1101/126961	2017-04-22	CC BY-ND
10.1101/126979	2017-04-12	CC BY-NC-ND
10.1101/126987	2017-04-12	CC BY-NC-ND
10.1101/126995	2017-04-12	None
10.1101/127001	2017-04-12	CC BY-NC-ND
10.1101/127035	2017-04-12	CC BY-NC-ND
10.1101/127043	2017-04-13	CC BY
10.1101/127050	2017-04-12	CC BY
10.1101/127068	2017-04-12	CC BY-NC-ND
10.1101/127084	2017-04-12	CC BY
10.1101/127092	2017-04-12	CC BY-ND
10.1101/127100	2017-04-13	CC BY-NC
10.1101/127118	2017-04-13	None
10.1101/127126	2017-04-13	CC BY-ND
10.1101/127134	2017-04-13	None
10.1101/127142	2017-04-13	CC BY-NC-ND
10.1101/127159	2017-04-13	CC BY
10.1101/127167	2017-04-13	CC BY-NC-ND
10.1101/127183	2017-04-13	None
10.1101/127209	2017-05-04	None
10.1101/127217	2017-04-13	CC BY-NC-ND
10.1101/127233	2017-04-15	None
10.1101/127241	2017-04-13	CC BY
10.1101/127258	2017-04-18	CC BY
10.1101/127274	2017-04-13	CC BY
10.1101/127282	2017-04-13	None
10.1101/127308	2017-04-13	None
10.1101/127316	2017-04-13	CC BY-NC-ND
10.1101/127324	2017-04-13	CC BY-NC-ND
10.1101/127332	2017-04-13	CC BY
10.1101/127365	2017-04-13	CC BY-NC-ND
10.1101/127373	2017-04-17	CC BY-NC-ND
10.1101/127381	2017-04-13	CC BY-NC
10.1101/127399	2017-04-13	None
10.1101/127407	2017-04-20	None
10.1101/127423	2017-04-14	CC BY-NC-ND
10.1101/127449	2017-04-14	CC BY-NC
10.1101/127464	2017-04-14	CC BY
10.1101/127472	2017-04-14	CC BY-NC-ND
10.1101/127480	2017-04-14	CC BY-NC
10.1101/127498	2017-04-14	CC BY
10.1101/127506	2017-04-18	CC BY-NC-ND
10.1101/127514	2017-04-14	None
10.1101/127522	2017-04-14	None
10.1101/127530	2017-04-14	CC BY-ND
10.1101/127548	2017-04-14	CC BY-NC
10.1101/127555	2017-04-14	CC BY
10.1101/127563	2017-04-14	CC BY-NC
10.1101/127571	2017-04-15	None
10.1101/127589	2017-04-17	CC BY-NC-ND
10.1101/127613	2017-04-14	CC BY-NC-ND
10.1101/127639	2017-04-17	None
10.1101/127647	2017-04-15	CC BY-NC-ND
10.1101/127654	2017-04-15	CC BY
10.1101/127662	2017-04-15	None
10.1101/127670	2017-04-15	CC BY-NC
10.1101/127688	2017-04-17	None
10.1101/127704	2017-04-14	CC BY
10.1101/127720	2017-04-15	CC BY
10.1101/127738	2017-04-15	CC BY
10.1101/127746	2017-05-09	CC BY
10.1101/127753	2017-04-15	CC BY
10.1101/127761	2017-04-15	CC BY
10.1101/127779	2017-04-15	CC BY-NC-ND
10.1101/127811	2017-04-16	CC BY-ND
10.1101/127829	2017-04-15	CC BY-NC-ND
10.1101/127837	2017-04-16	None
10.1101/127852	2017-04-16	CC BY-ND
10.1101/127860	2017-04-28	CC BY
10.1101/127878	2017-04-16	None
10.1101/127894	2017-04-17	CC BY
10.1101/127902	2017-04-17	None
10.1101/127910	2017-04-17	CC BY-NC-ND
10.1101/127936	2017-04-18	CC BY-NC-ND
10.1101/127944	2017-04-17	None
10.1101/127951	2017-04-17	CC BY-NC-ND
10.1101/127977	2017-04-18	CC BY-NC-ND
10.1101/127985	2017-04-18	CC BY-NC-ND
10.1101/127993	2017-04-17	None
10.1101/128009	2017-04-17	None
10.1101/128025	2017-04-17	None
10.1101/128033	2017-04-17	CC BY
10.1101/128041	2017-04-17	None
10.1101/128058	2017-04-17	None
10.1101/128066	2017-04-17	CC BY-NC-ND
10.1101/128074	2017-04-18	CC BY-NC
10.1101/128082	2017-04-17	None
10.1101/128090	2017-04-18	None
10.1101/128116	2017-04-24	CC BY-NC-ND
10.1101/128124	2017-04-18	CC BY-NC-ND
10.1101/128165	2017-04-19	CC BY-NC-ND
10.1101/128173	2017-04-18	None
10.1101/128199	2017-04-18	CC BY-NC
10.1101/128207	2017-04-18	CC BY-ND
10.1101/128215	2017-04-20	CC BY-ND
10.1101/128223	2017-04-18	CC BY-NC-ND
10.1101/128231	2017-04-18	None
10.1101/128249	2017-04-19	None
10.1101/128264	2017-04-18	CC BY-NC-ND
10.1101/128272	2017-04-18	CC BY-NC-ND
10.1101/128280	2017-04-18	CC BY-NC
10.1101/128298	2017-04-18	CC BY-NC
10.1101/128306	2017-04-18	CC BY-NC-ND
10.1101/128314	2017-04-18	None
10.1101/128322	2017-04-18	CC BY-NC
10.1101/128330	2017-04-18	CC BY-ND
10.1101/128348	2017-04-18	None
10.1101/128363	2017-04-21	CC BY
10.1101/128371	2017-04-18	CC BY-ND
10.1101/128397	2017-06-02	CC BY-NC
10.1101/128405	2017-04-18	CC BY-NC-ND
10.1101/128413	2017-04-18	CC BY
10.1101/128439	2017-04-18	CC BY-NC-ND
10.1101/128454	2017-04-20	CC BY-NC-ND
10.1101/128488	2017-04-20	CC BY-NC-ND
10.1101/128496	2017-04-19	CC BY-NC
10.1101/128504	2017-04-19	CC BY-NC-ND
10.1101/128512	2017-04-19	CC BY-NC
10.1101/128520	2017-04-19	CC BY-NC-ND
10.1101/128538	2017-04-19	CC BY-NC-ND
10.1101/128553	2017-04-19	None
10.1101/128561	2017-04-19	CC BY-NC-ND
10.1101/128579	2017-04-19	CC BY-NC
10.1101/128587	2017-04-19	None
10.1101/128595	2017-04-19	CC BY
10.1101/128603	2017-04-19	None
10.1101/128611	2017-04-19	None
10.1101/128629	2017-04-19	CC BY-NC
10.1101/128637	2017-04-19	None
10.1101/128645	2017-04-19	CC BY
10.1101/128660	2017-04-19	CC BY-NC-ND
10.1101/128678	2017-04-19	CC BY
10.1101/128686	2017-04-19	None
10.1101/128710	2017-04-19	CC BY-NC-ND
10.1101/128728	2017-04-19	CC BY
10.1101/128736	2017-04-19	None
10.1101/128744	2017-04-19	CC BY
10.1101/128751	2017-04-19	None
10.1101/128769	2017-04-20	None
10.1101/128777	2017-04-19	CC BY-NC-ND
10.1101/128785	2017-04-21	None
10.1101/128793	2017-04-20	CC BY
10.1101/128801	2017-04-19	None
10.1101/128819	2017-04-19	CC BY-NC-ND
10.1101/128827	2017-04-19	None
10.1101/128835	2017-04-20	CC BY
10.1101/128843	2017-04-19	CC BY
10.1101/128850	2017-04-20	CC BY-NC-ND
10.1101/128876	2017-04-19	CC BY-NC-ND
10.1101/128884	2017-04-19	None
10.1101/128900	2017-04-20	None
10.1101/128918	2017-04-20	None
10.1101/128926	2017-04-20	CC BY
10.1101/128934	2017-04-20	CC BY
10.1101/128942	2017-04-20	None
10.1101/128959	2017-04-20	CC BY
10.1101/128967	2017-04-20	CC BY-NC-ND
10.1101/128975	2017-04-20	CC BY-NC-ND
10.1101/128983	2017-04-20	None
10.1101/128991	2017-04-19	None
10.1101/129007	2017-04-20	None
10.1101/129015	2017-04-20	CC BY-ND
10.1101/129023	2017-04-20	CC BY-NC-ND
10.1101/129049	2017-04-24	None
10.1101/129056	2017-04-21	CC BY-NC-ND
10.1101/129064	2017-04-20	None
10.1101/129072	2017-04-20	CC BY
10.1101/129106	2017-04-20	CC BY-NC-ND
10.1101/129114	2017-04-20	None
10.1101/129122	2017-04-20	CC BY-NC-ND
10.1101/129130	2017-04-24	CC BY-NC-ND
10.1101/129148	2017-04-21	CC BY-NC
10.1101/129155	2017-04-20	None
