doi	date	subjects	license	version
10.1101/025106	August 20, 2015	Evolutionary Biology		
10.1101/016485	August 20, 2015	Ecology	CC BY	4.0
10.1101/023432	August 20, 2015	Biophysics	CC BY-NC	4.0
10.1101/024992	August 20, 2015	Evolutionary Biology	CC BY	4.0
10.1101/025015	August 20, 2015	Genomics	CC BY-ND	4.0
10.1101/024695	August 20, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/024224	August 20, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/025122	August 20, 2015	Zoology		
10.1101/025023	August 20, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/013847	August 19, 2015	Bioinformatics		
10.1101/024570	August 19, 2015	Genetics	CC BY-NC	4.0
10.1101/023978	August 19, 2015	Bioinformatics,Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/020966	August 18, 2015	Bioinformatics	CC BY	4.0
10.1101/021832	August 18, 2015	Genetics	CC BY-ND	4.0
10.1101/024976	August 18, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/024893	August 18, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/024794	August 18, 2015	Neuroscience		
10.1101/024877	August 18, 2015	Scientific Communication	CC BY	4.0
10.1101/024935	August 17, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/024281	August 17, 2015	Evolutionary Biology	CC BY	4.0
10.1101/024844	August 17, 2015	Molecular Biology	CC BY	4.0
10.1101/024745	August 17, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/024828	August 17, 2015	Immunology	CC BY-NC-ND	4.0
10.1101/024810	August 17, 2015	Synthetic Biology		
10.1101/019554	August 17, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/024679	August 16, 2015	Bioinformatics	CC BY	4.0
10.1101/024737	August 16, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/024711	August 14, 2015	Evolutionary Biology	CC BY-ND	4.0
10.1101/024661	August 14, 2015	Cell Biology	CC BY-NC-ND	4.0
10.1101/024646	August 14, 2015	Genomics		
10.1101/024653	August 14, 2015	Neuroscience		
10.1101/024174	August 13, 2015	Neuroscience		
10.1101/020917	August 13, 2015	Biophysics	CC BY-NC-ND	4.0
10.1101/024299	August 13, 2015	Synthetic Biology	CC BY-ND	4.0
10.1101/019174	August 13, 2015	Immunology		
10.1101/024588	August 13, 2015	Genomics		
10.1101/024596	August 13, 2015	Evolutionary Biology		
10.1101/024521	August 13, 2015	Neuroscience		
10.1101/024497	August 12, 2015	Cancer Biology	CC BY-ND	4.0
10.1101/019067	August 12, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/024430	August 12, 2015	Bioinformatics		
10.1101/024471	August 12, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/024208	August 12, 2015	Developmental Biology	CC BY	4.0
10.1101/017855	August 12, 2015	Genomics	CC BY	4.0
10.1101/024455	August 12, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/024463	August 12, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/024398	August 12, 2015	Genomics		
10.1101/002485	August 11, 2015	Genomics	CC BY	4.0
10.1101/024414	August 11, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/024323	August 11, 2015	Genomics	CC BY-ND	4.0
10.1101/024315	August 10, 2015	Ecology	CC BY-NC	4.0
10.1101/024349	August 10, 2015	Molecular Biology		
10.1101/024273	August 10, 2015	Genomics		
10.1101/024083	August 10, 2015	Genetics		
10.1101/024232	August 10, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/024356	August 10, 2015	Genomics		
10.1101/017467	August 10, 2015	Ecology	CC BY-NC-ND	4.0
10.1101/024190	August 10, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/024240	August 10, 2015	Genetics		
10.1101/023937	August 10, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/024216	August 8, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/024109	August 7, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/022301	August 7, 2015	Bioinformatics	CC BY-ND	4.0
10.1101/023820	August 7, 2015	Evolutionary Biology		
10.1101/024133	August 7, 2015	Genetics	CC BY-NC	4.0
10.1101/024117	August 7, 2015	Genomics	CC BY-ND	4.0
10.1101/024026	August 6, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/024034	August 6, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/024059	August 6, 2015	Cancer Biology	CC BY-NC-ND	4.0
10.1101/023846	August 6, 2015	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/024000	August 5, 2015	Genetics	CC BY-NC	4.0
10.1101/024018	August 5, 2015	Plant Biology	CC BY-NC-ND	4.0
10.1101/023994	August 5, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/023838	August 5, 2015	Genetics	CC BY	4.0
10.1101/023986	August 5, 2015	Evolutionary Biology		
10.1101/015958	August 5, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/018515	August 5, 2015	Cancer Biology	CC BY-NC-ND	4.0
10.1101/023929	August 4, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/011809	August 4, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/023895	August 4, 2015	Plant Biology		
10.1101/023903	August 4, 2015	Evolutionary Biology	CC BY	4.0
10.1101/022657	August 4, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/023739	August 4, 2015	Genetics		
10.1101/023622	August 4, 2015	Evolutionary Biology,Genomics	CC BY	4.0
10.1101/023606	August 4, 2015	Evolutionary Biology	CC BY	4.0
10.1101/023614	August 4, 2015	Bioinformatics,Evolutionary Biology	CC BY	4.0
10.1101/016931	August 3, 2015	Plant Biology	CC BY	4.0
10.1101/012476	August 3, 2015	Ecology	CC BY-NC	4.0
10.1101/021444	August 3, 2015	Bioinformatics		
10.1101/023754	August 3, 2015	Bioinformatics	CC BY-ND	4.0
10.1101/023788	August 3, 2015	Evolutionary Biology		
10.1101/023887	August 3, 2015	Genomics		
10.1101/023861	August 3, 2015	Genomics		
10.1101/010777	August 3, 2015	Neuroscience	CC BY-NC	4.0
10.1101/023796	August 3, 2015	Biochemistry	CC BY	4.0
10.1101/023713	August 2, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/023689	August 1, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/023655	July 31, 2015	Evolutionary Biology		
10.1101/023663	July 31, 2015	Zoology		
10.1101/023440	July 31, 2015	Genetics		
10.1101/023572	July 31, 2015	Bioengineering		
10.1101/023630	July 31, 2015	Ecology	CC BY-ND	4.0
10.1101/023648	July 31, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/023697	July 31, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/023515	July 31, 2015	Bioinformatics		
10.1101/023507	July 31, 2015	Ecology		
10.1101/023556	July 31, 2015	Neuroscience		
10.1101/023549	July 30, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/023580	July 30, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/023499	July 30, 2015	Bioinformatics	CC BY	4.0
10.1101/023481	July 30, 2015	Evolutionary Biology		
10.1101/023408	July 30, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/023374	July 29, 2015	Genetics	CC BY	4.0
10.1101/012260	July 29, 2015	Evolutionary Biology	CC BY	4.0
10.1101/022590	July 29, 2015	Bioengineering	CC BY	4.0
10.1101/023465	July 29, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023382	July 28, 2015	Evolutionary Biology	CC BY	4.0
10.1101/023390	July 28, 2015	Genetics		
10.1101/001016	July 28, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022970	July 28, 2015	Evolutionary Biology	CC BY	4.0
10.1101/023366	July 28, 2015	Bioengineering	CC BY	4.0
10.1101/023283	July 28, 2015	Plant Biology		
10.1101/023226	July 27, 2015	Bioengineering		
10.1101/021634	July 27, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/023069	July 27, 2015	Evolutionary Biology	CC BY	4.0
10.1101/023234	July 27, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023333	July 27, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/023242	July 27, 2015	Evolutionary Biology		
10.1101/023275	July 27, 2015	Ecology		
10.1101/023341	July 27, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023267	July 27, 2015	Genetics		
10.1101/019877	July 26, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023259	July 26, 2015	Ecology		
10.1101/023135	July 24, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023168	July 23, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/023176	July 23, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/023077	July 23, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023101	July 23, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022640	July 23, 2015	Evolutionary Biology	CC BY	4.0
10.1101/023085	July 23, 2015	Bioinformatics	CC BY	4.0
10.1101/023093	July 23, 2015	Genomics	CC BY	4.0
10.1101/023044	July 22, 2015	Evolutionary Biology		
10.1101/023036	July 22, 2015	Genomics	CC BY	4.0
10.1101/022996	July 22, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022988	July 22, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/023051	July 22, 2015	Plant Biology		
10.1101/019018	July 22, 2015	Genomics	CC BY	4.0
10.1101/023002	July 22, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/022871	July 22, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/017749	July 22, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022897	July 21, 2015	Genomics		
10.1101/022905	July 21, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022913	July 21, 2015	Genomics		
10.1101/022855	July 20, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/022350	July 20, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/022889	July 20, 2015	Evolutionary Biology		
10.1101/022863	July 20, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022798	July 19, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022772	July 19, 2015	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/022814	July 19, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/022780	July 19, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/022830	July 19, 2015	Genetics	CC BY-NC	4.0
10.1101/019646	July 18, 2015	Neuroscience	CC BY	4.0
10.1101/017053	July 18, 2015	Developmental Biology		
10.1101/018036	July 18, 2015	Bioinformatics		
10.1101/022731	July 17, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/022723	July 17, 2015	Genetics	CC BY	4.0
10.1101/022673	July 17, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/022715	July 17, 2015	Bioinformatics	CC BY	4.0
10.1101/022764	July 17, 2015	Genomics		
10.1101/022756	July 17, 2015	Developmental Biology	CC BY-NC-ND	4.0
10.1101/022681	July 17, 2015	Genetics		
10.1101/018457	July 16, 2015	Evolutionary Biology	CC BY	4.0
10.1101/016709	July 16, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022699	July 16, 2015	Evolutionary Biology	CC BY-ND	4.0
10.1101/022665	July 16, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/022616	July 16, 2015	Bioinformatics	CC BY	4.0
10.1101/022533	July 16, 2015	Ecology	CC BY-ND	4.0
10.1101/022574	July 15, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022525	July 15, 2015	Biochemistry	CC BY-NC-ND	4.0
10.1101/022566	July 15, 2015	Ecology	CC BY-ND	4.0
10.1101/022608	July 15, 2015	Systems Biology		
10.1101/022632	July 15, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/021857	July 15, 2015	Genomics		
10.1101/013490	July 15, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/022376	July 14, 2015	Biophysics	CC BY-NC-ND	4.0
10.1101/022442	July 13, 2015	Neuroscience	CC BY-ND	4.0
10.1101/022475	July 13, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/022467	July 13, 2015	Systems Biology	CC BY-NC	4.0
10.1101/022434	July 13, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/022491	July 13, 2015	Cancer Biology	CC BY-NC-ND	4.0
10.1101/022459	July 13, 2015	Bioinformatics		
10.1101/022400	July 12, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/022418	July 12, 2015	Genetics		
10.1101/022384	July 12, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/021410	July 11, 2015	Systems Biology		
10.1101/022145	July 10, 2015	Evolutionary Biology	CC BY	4.0
10.1101/022335	July 10, 2015	Bioinformatics	CC BY	4.0
10.1101/022343	July 10, 2015	Bioinformatics	CC BY	4.0
10.1101/022244	July 10, 2015	Evolutionary Biology	CC BY	4.0
10.1101/021071	July 10, 2015	Neuroscience		
10.1101/012583	July 10, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/022293	July 9, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/022251	July 9, 2015	Developmental Biology	CC BY-NC-ND	4.0
10.1101/011320	July 8, 2015	Neuroscience		
10.1101/022269	July 8, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/022277	July 8, 2015	Bioinformatics		
10.1101/022202	July 8, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/022194	July 8, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/022236	July 8, 2015	Evolutionary Biology	CC BY	4.0
10.1101/021915	July 8, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/022137	July 7, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/022079	July 7, 2015	Plant Biology	CC BY-NC-ND	4.0
10.1101/021170	July 7, 2015	Genomics		
10.1101/022111	July 7, 2015	Developmental Biology		
10.1101/013797	July 7, 2015	Synthetic Biology	CC BY	4.0
10.1101/022061	July 7, 2015	Evolutionary Biology	CC BY	4.0
10.1101/008268	July 7, 2015	Evolutionary Biology	CC BY	4.0
10.1101/010611	July 7, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/022103	July 6, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/022020	July 6, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/021501	July 6, 2015	Genomics		
10.1101/022012	July 6, 2015	Evolutionary Biology	CC BY	4.0
10.1101/021998	July 6, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/022038	July 6, 2015	Neuroscience		
10.1101/022004	July 6, 2015	Evolutionary Biology	CC BY	4.0
10.1101/021725	July 6, 2015	Bioinformatics		
10.1101/017608	July 6, 2015	Genomics	CC BY	4.0
10.1101/021964	July 5, 2015	Evolutionary Biology		
10.1101/021923	July 5, 2015	Immunology		
10.1101/021931	July 5, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/017392	July 4, 2015	Bioinformatics		
10.1101/007781	July 4, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/009795	July 3, 2015	Genetics		
10.1101/021543	July 2, 2015	Scientific Communication		
10.1101/021840	July 2, 2015	Developmental Biology		
10.1101/021881	July 2, 2015	Systems Biology		
10.1101/021162	July 2, 2015	Microbiology	CC BY-ND	4.0
10.1101/021022	July 2, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/013375	July 1, 2015	Neuroscience		
10.1101/021774	July 1, 2015	Genomics	CC BY-NC	4.0
10.1101/021790	July 1, 2015	Systems Biology		
10.1101/021824	July 1, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/011833	July 1, 2015	Bioinformatics		
10.1101/021386	June 30, 2015	Genetics		
10.1101/021766	June 30, 2015	Biophysics		
10.1101/021733	June 30, 2015	Bioinformatics		
10.1101/021717	June 30, 2015	Biochemistry	CC BY-NC-ND	4.0
10.1101/021709	June 30, 2015	Evolutionary Biology	CC BY	4.0
10.1101/021360	June 29, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/021642	June 29, 2015	Biophysics	CC BY-NC	4.0
10.1101/021329	June 29, 2015	Pharmacology		
10.1101/021519	June 29, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/021626	June 27, 2015	Bioinformatics	CC BY	4.0
10.1101/021535	June 27, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/021618	June 27, 2015	Cancer Biology		
10.1101/021600	June 27, 2015	Evolutionary Biology		
10.1101/021220	June 26, 2015	Ecology	CC BY-NC-ND	4.0
10.1101/021576	June 26, 2015	Bioinformatics	CC BY	4.0
10.1101/021584	June 26, 2015	Molecular Biology	CC BY	4.0
10.1101/021568	June 26, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/021527	June 26, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/009720	June 25, 2015	Genetics	CC BY-NC	4.0
10.1101/014209	June 25, 2015	Immunology	CC BY-ND	4.0
10.1101/021469	June 25, 2015	Genetics	CC BY-NC	4.0
10.1101/021428	June 24, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/021311	June 23, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/021378	June 23, 2015	Evolutionary Biology		
10.1101/020206	June 23, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/012823	June 22, 2015	Bioinformatics		
10.1101/019281	June 22, 2015	Genomics	CC BY-NC	4.0
10.1101/021303	June 22, 2015	Evolutionary Biology		
10.1101/012229	June 22, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/021204	June 22, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/021287	June 21, 2015	Genetics		
10.1101/021295	June 21, 2015	Cell Biology	CC BY-NC-ND	4.0
10.1101/021147	June 20, 2015	Cancer Biology	CC BY-NC-ND	4.0
10.1101/013938	June 19, 2015	Ecology	CC BY-NC-ND	4.0
10.1101/021279	June 19, 2015	Ecology	CC BY-ND	4.0
10.1101/021238	June 19, 2015	Bioinformatics		
10.1101/021253	June 19, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/021246	June 19, 2015	Evolutionary Biology		
10.1101/021261	June 19, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/020933	June 19, 2015	Genetics		
10.1101/018929	June 19, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/020636	June 19, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/021154	June 18, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/021121	June 18, 2015	Genetics	CC BY	4.0
10.1101/021113	June 18, 2015	Pharmacology		
10.1101/021105	June 18, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/021063	June 17, 2015	Bioinformatics	CC BY-ND	4.0
10.1101/020164	June 17, 2015	Genomics	CC BY	4.0
10.1101/020958	June 17, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/021055	June 16, 2015	Neuroscience	CC BY-NC	4.0
10.1101/020776	June 16, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/020990	June 16, 2015	Bioinformatics		
10.1101/021006	June 16, 2015	Genetics		
10.1101/020263	June 16, 2015	Pathology	CC BY-NC-ND	4.0
10.1101/005264	June 15, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/016261	June 15, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/020909	June 15, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/020891	June 15, 2015	Synthetic Biology		
10.1101/020859	June 15, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/020875	June 15, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/020842	June 15, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/020867	June 15, 2015	Bioinformatics		
10.1101/019141	June 14, 2015	Bioinformatics		
10.1101/019398	June 13, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/020826	June 12, 2015	Evolutionary Biology	CC BY	4.0
10.1101/013177	June 12, 2015	Genomics		
10.1101/014936	June 11, 2015	Genetics		
10.1101/020784	June 11, 2015	Bioinformatics	CC BY-ND	4.0
10.1101/020792	June 11, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/020685	June 11, 2015	Systems Biology	CC BY-NC	4.0
10.1101/020800	June 11, 2015	Ecology	CC BY-NC-ND	4.0
10.1101/008789	June 11, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/020743	June 10, 2015	Ecology	CC BY-NC-ND	4.0
10.1101/020693	June 10, 2015	Molecular Biology	CC BY-NC-ND	4.0
10.1101/020719	June 10, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/020529	June 10, 2015	Genetics	CC BY	4.0
10.1101/016618	June 10, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/015164	June 10, 2015	Genetics	CC BY	4.0
10.1101/013607	June 9, 2015	Evolutionary Biology	CC BY	4.0
10.1101/020677	June 9, 2015	Systems Biology		
10.1101/020610	June 9, 2015	Bioinformatics	CC BY	4.0
10.1101/013813	June 9, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/020602	June 9, 2015	Genomics		
10.1101/018416	June 9, 2015	Genomics		
10.1101/020644	June 8, 2015	Genetics		
10.1101/020669	June 8, 2015	Bioinformatics	CC BY-NC-ND	4.0
10.1101/020586	June 8, 2015	Neuroscience	CC BY	4.0
10.1101/020651	June 8, 2015	Genomics	CC BY	4.0
10.1101/018358	June 8, 2015	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/020594	June 8, 2015	Synthetic Biology	CC BY-NC	4.0
10.1101/020578	June 7, 2015	Microbiology		
10.1101/020560	June 7, 2015	Immunology	CC BY-ND	4.0
10.1101/020198	June 7, 2015	Genetics		
10.1101/017558	June 7, 2015	Neuroscience	CC BY	4.0
10.1101/020537	June 7, 2015	Evolutionary Biology		
10.1101/010355	June 5, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/018259	June 5, 2015	Genomics	CC BY	4.0
10.1101/020354	June 5, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/020511	June 5, 2015	Bioengineering	CC BY-NC-ND	4.0
10.1101/020461	June 5, 2015	Systems Biology	CC BY	4.0
10.1101/020487	June 5, 2015	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/020453	June 5, 2015	Bioinformatics		
10.1101/012989	June 5, 2015	Neuroscience	CC BY-NC-ND	4.0
10.1101/016527	June 5, 2015	Genetics	CC BY-NC-ND	4.0
10.1101/020420	June 5, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/020339	June 4, 2015	Evolutionary Biology		
10.1101/020396	June 4, 2015	Cancer Biology		
10.1101/020347	June 3, 2015	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/020370	June 3, 2015	Evolutionary Biology	CC BY-NC	4.0
10.1101/020404	June 3, 2015	Bioinformatics	CC BY	4.0
10.1101/020321	June 3, 2015	Microbiology		
10.1101/020388	June 3, 2015	Bioinformatics		
10.1101/020362	June 3, 2015	Bioinformatics	CC BY	4.0
10.1101/016360	June 3, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/015032	June 3, 2015	Neuroscience		
10.1101/019000	June 3, 2015	Genomics	CC BY	4.0
10.1101/020149	June 2, 2015	Evolutionary Biology		
10.1101/004374	June 2, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/020313	June 2, 2015	Cell Biology	CC BY	4.0
10.1101/020271	June 2, 2015	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/020289	June 2, 2015	Bioinformatics	CC BY-NC	4.0
10.1101/016774	June 1, 2015	Genomics	CC BY-NC	4.0
10.1101/019901	June 1, 2015	Bioinformatics	CC BY-ND	4.0
10.1101/020131	May 31, 2015	Bioinformatics		
10.1101/020172	May 31, 2015	Bioinformatics	CC BY-ND	4.0
10.1101/020180	May 31, 2015	Microbiology	CC BY-NC-ND	4.0
10.1101/019257	May 30, 2015	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/008581	May 30, 2015	Systems Biology	CC BY-NC-ND	4.0
10.1101/020115	May 29, 2015	Genomics		
10.1101/020123	May 29, 2015	Bioinformatics	CC BY	4.0
10.1101/019943	May 29, 2015	Genomics	CC BY-NC-ND	4.0
10.1101/020024	May 29, 2015	Bioinformatics	CC BY	4.0
10.1101/020099	May 29, 2015	Bioinformatics	CC BY	4.0
10.1101/019380	May 29, 2015	Genomics		
10.1101/019984	May 29, 2015	Zoology	CC BY-NC-ND	4.0
10.1101/013227	May 28, 2015	Genetics		
